id,name,birth_canton,lat,long,wikidata_uri
848,Jonen,AG,,,
849,"Brombach (Bade)",Etranger,,,
850,Nottwil,LU,,,
851,Jegenstorf,BE,,,
852,Merishausen,SH,,,
853,"Gwatt (auj. comm. Thoune)",BE,,,
854,Witebsk,Etranger,,,
855,Bischofszell,TG,,,
856,Murgenthal,AG,,,
857,Uttigen,BE,,,
858,Ardon,VS,,,
859,"L'Orient",VD,,,
860,"Roche (VD)",VD,,,
861,Achalkalaki,Etranger,,,
862,Jouxtens,VD,,,
863,Utzenstorf,BE,,,
864,Vuibroye,VD,,,
865,Adliswil,ZH,,,
866,"Ecublens (VD)",VD,,,
867,"Hennens (auj. comm. Billens-Hennens)",FR,,,
868,Linthal,GL,,,
869,Bagnes/Champsec,VS,,,
870,Netstal,GL,,,
871,Disentis,GR,,,
872,Lutterbach,Etranger,,,
873,Bedretto,TI,,,
874,Neunkirch,SH,,,
875,Deitingen,SO,,,
876,Kamenz,Etranger,,,
877,Belp,BE,,,
878,"Eschenbach (SG)",SG,,,
879,Reichenburg,SZ,,,
880,Uzwil,SG,,,
881,Niederscherli,BE,,,
882,Confignon,GE,,,
883,"Wangen SZ",SZ,,,
884,Saint-Ursanne,JU,,,
885,Schwyz,SZ,,,
886,Osogna,TI,,,
887,Gilly,VD,,,
888,Aarburg,AG,,,
889,Menzingen,ZG,,,
890,"Gleiwitz (Silésie, aujourd'hui Pologne)",Etranger,,,
891,Greifswald,Etranger,,,
892,Lachen,SZ,,,
893,Caravaggio,Etranger,,,
894,"Zollbrück",BE,,,
895,Bandung,Etranger,,,
896,"Téhéran",Etranger,,,
897,Baltimore,Etranger,,,
898,"Hong Kong",Etranger,,,
899,"Kleinsteinlohe (Bavière)",Etranger,,,
900,Daillens,VD,,,
901,Buchs,AG,,,
902,Metz,Etranger,,,
903,Freudenstadt,Etranger,,,
904,"Brest (Finistère)",Etranger,,,
905,"Görz (A, auj. I)",Etranger,,,
906,Bade,Etranger,,,
907,Eschenz,TG,,,
908,"Santa Maria del Molise",Etranger,,,
909,"Kirchberg TG",TG,,,
910,Brooklyn,Etranger,,,
911,Wynau,BE,,,
912,"Offenburg (Bade)",Etranger,,,
913,Mannheim,Etranger,,,
914,Wengen,BE,,,
915,Porrentruy,BE,,,
916,"Seewis im Prättigau",GR,,,
917,"Sèvres",Etranger,,,
918,Celerina,GR,,,
919,Vienne,Etranger,,,
920,Newstead,Etranger,,,
921,"Fürstenau",GR,,,
922,Florence,Etranger,,,
923,Asuel,JU,,,
924,Hauteville,FR,,,
925,Bennwil,BL,,,
926,"Hanau (Hesse)",Etranger,,,
927,Constance,Etranger,,,
928,"Le Havre",Etranger,,,
929,"Gualeguaychú",Etranger,,,
930,Vlissingen,Etranger,,,
931,"Sâles (Gruyère)",FR,,,
932,Basadingen,TG,,,
933,Morrens,VD,,,
934,Saanen,BE,,,
935,Hergiswil,NW,,,
936,Saint-Gall,SO,,,
937,"Chougny Vandoeuvres",GE,,,
938,"La Vernaz (Haute-Savoie)",Etranger,,,
939,Besazio,TI,,,
940,"Wesserling (Alsace)",Etranger,,,
941,"Thônex",GE,,,
942,Vufflens,VD,,,
943,Pest,Etranger,,,
944,Allaman,VD,,,
945,"Prarustin (Piémont)",Etranger,,,
946,Sierne,GE,,,
947,Wesserling,Etranger,,,
948,"Montauban (Tarn et Garonne)",Etranger,,,
949,Ipswich,Etranger,,,
950,Dully,VD,,,
951,"Mauriac (Auvergne)",Etranger,,,
952,"Lüdenscheid",Etranger,,,
953,"Riva San Vitale",TI,,,
954,"Schönenbuch",BL,,,
955,"Malix (auj. comm. Churwalden)",GR,,,
956,Venise,Etranger,,,
957,Schleumen,BE,,,
958,"Ettlingen bei Karlsruhe",Etranger,,,
959,Saint-Maurice,VS,,,
960,Paradiso,TI,,,
961,Gelfingen,LU,,,
962,Buttes,NE,,,
963,Windig,FR,,,
964,Rarogne,VS,,,
965,Corcelles,BE,,,
966,Uznach,SG,,,
967,Veringendorf,Etranger,,,
968,Interlaken,BE,,,
969,"Wil bei Rafz",ZH,,,
970,Uppsala,Etranger,,,
971,Rafz,ZH,,,
972,Diesse,BE,,,
973,Sils-Baselgia,GR,,,
974,"Corgémont",BE,,,
975,Martigny,VS,,,
976,"Palmyra (Illinois)",Etranger,,,
977,Magden,AG,,,
978,Boncourt,BE,,,
979,"Stäfa",ZH,,,
980,"Dägerlen",ZH,,,
981,Reconvilier,BE,,,
982,Courtedoux,BE,,,
983,"Riken (auj. comm. Murgenthal)",AG,,,
984,Treyvaux,FR,,,
985,Aadorferfeld-Elgg,ZH,,,
986,Domdidier,FR,,,
987,"Büren (NW)",NW,,,
988,Ibach,SZ,,,
989,Cheiry,FR,,,
990,Alterswil,FR,,,
991,Estavayer-le-Lac,FR,,,
992,Guin,FR,,,
993,"Näfels",GL,,,
994,"Schlatt AI",AI,,,
995,Herblingen,SH,,,
996,Ingenbohl,SZ,,,
997,Arth,SZ,,,
998,Nunningen,SO,,,
999,"Neuhausen am Rheinfall",SH,,,
1000,Losheim,Etranger,,,
1001,Bratislava,Etranger,,,
1002,"Tour-de-Trême",FR,,,
1003,Lussenga,Etranger,,,
1004,"San Nazzaro",TI,,,
1005,St-Blasien,Etranger,,,
1006,"Edimbourg (Ecosse)",Etranger,,,
1007,Gontenschwil,AG,,,
1008,Roveredo,GR,,,
1009,Ljubljana,Etranger,,,
1010,"Sulz am Neckar",Etranger,,,
1011,Scuol,GR,,,
1012,Wolfenschiessen,NW,,,
1013,Rastatt,Etranger,,,
1014,Johannesburg,Etranger,,,
1015,"Bad Homburg",Etranger,,,
1016,Degersheim,SG,,,
1017,Rorschacherberg,SG,,,
1018,Jestetten,Etranger,,,
1019,Pfaffnau,LU,,,
1020,Trondheim,Etranger,,,
1021,Buffalo,Etranger,,,
1022,Cuijk,Etranger,,,
1023,Tiaret,Etranger,,,
1024,Urbana,Etranger,,,
1025,Harsefeld,Etranger,,,
1026,Libourne,Etranger,,,
1027,"Washington, D.C.",Etranger,,,
1028,Riga,Etranger,,,
1029,"Swinemünde, Usedom",Etranger,,,
1030,Surbiton,Etranger,,,
1031,"Walnut Creek, California",Etranger,,,
1032,Zermatt,VS,,,
1033,"Bergisch Gladbach",Etranger,,,
1034,Delhi,Etranger,,,
1035,"Windsor (Ontario)",Etranger,,,
1036,Seattle,Etranger,,,
1037,"Detroit (Michigan)",Etranger,,,
1038,Pau,Etranger,,,
1039,"Fürstenwalde/Spree",Etranger,,,
1040,Pescara,Etranger,,,
1041,Menziken,AG,,,
1042,Pennsylvania,Etranger,,,
1043,"Erlenbach am Main",Etranger,,,
1044,Guildford,Etranger,,,
1045,Rehau,Etranger,,,
1046,Wilhelmshaven,Etranger,,,
1047,Nedroma,Etranger,,,
1048,Mainz,Etranger,,,
1049,"São João de Loure",Etranger,,,
1050,Gliwice,Etranger,,,
1051,Niederlandisch,BE,,,
1052,Bregenz,Etranger,,,
1053,Kaufbeuren,Etranger,,,
1054,Schaan,Etranger,,,
1055,Luxembourg,Etranger,,,
1056,Cheseaux-sur-Lausanne,VD,,,
1057,Bennwil,Etranger,,,
1058,Charmey,FR,,,
1059,"Büdingen, (Hesse)",Etranger,,,
1060,"Mérida",Etranger,,,
1061,"Silésie",Etranger,,,
1062,Divonne,Etranger,,,
1063,"Soultz (Haut-Rhin)",Etranger,,,
1064,Rouen,Etranger,,,
1065,"Hirschberg (Basse-Silésie)",Etranger,,,
1066,Wilchingen,SH,,,
1067,"Oberfischach (Württemberg)",Etranger,,,
1068,Cali,Etranger,,,
1069,Schaffhausen,SO,,,
1070,"Saint-Raphaël",Etranger,,,
1071,Winterberg,ZH,,,
1072,Tertre,Etranger,,,
1073,Meissen,Etranger,,,
1074,Bergame,Etranger,,,
1075,Kassel,Etranger,,,
1076,Dorpat,Etranger,,,
1077,Toulouse,Etranger,,,
1078,"Schwäbisch Gmünd",Etranger,,,
1079,Hanovre,Etranger,,,
1080,"Tobolsk (Sibérie)",Etranger,,,
1081,Stallupoenen,Etranger,,,
1082,Frascati,Etranger,,,
1083,"Léogeats (Aquitaine)",Etranger,,,
1084,Duillier,VD,,,
1085,"Quintin (Côtes-d'Armor)",Etranger,,,
1086,"Angers (Maine-et-Loire)",Etranger,,,
1087,Lombeek-Notre-Dame,Etranger,,,
1088,"Königsberg (auj. Kaliningrad)",Etranger,,,
1089,"Märwil (auj. comm. Affeltrangen)",TG,,,
1090,"Les Brenets",NE,,,
1091,Renan,BE,,,
1092,Berndorf,Etranger,,,
1093,Bunziwil,FR,,,
1094,"Brandenburg, Schleswig",Etranger,,,
1095,Liegnitz,Etranger,,,
1096,Fulda,Etranger,,,
1097,"Pöllau (Steiermark)",Etranger,,,
1098,"Holzheim (Bavière)",Etranger,,,
1099,Drahan,Etranger,,,
1100,"Milie (Bukowina) (auj. Ukraine)",Etranger,,,
1101,"Pörtschach am Wörthersee",Etranger,,,
1102,Moguilev,Etranger,,,
1103,"(New Orleans)",Etranger,,,
1104,Oppeln,Etranger,,,
1105,"Reichenbach im Vogtland",Etranger,,,
1106,Telsze,Etranger,,,
1107,"Heilsberg (auj. Lidzbark Warmiński)",Etranger,,,
1108,Zaukerode,Etranger,,,
1109,"Jätzdorf",Etranger,,,
1110,"Uerzig sur la Moselle",Etranger,,,
1111,"Erdobénye",Etranger,,,
1112,"Liptószentmiklós",Etranger,,,
1113,Pettau,Etranger,,,
1114,"Kaldenkirchen (Rhénanie-du-Nord-Westphalie)",Etranger,,,
1115,Dubrovna,Etranger,,,
1116,"L'Aquila (Abruzzes)",Etranger,,,
1117,"Vilémov",Etranger,,,
1118,"Neunkirchen (Trier)",Etranger,,,
1119,"Buchs (LU)",LU,,,
1120,Sisseln,AG,,,
1121,"Técső",Etranger,,,
1122,Linz,Etranger,,,
1123,"Geislingen an der Steige (Baden-Würtenberg)",Etranger,,,
1124,Attelwil,AG,,,
1125,Bibersfeld,Etranger,,,
1126,Barmen,Etranger,,,
1127,Bruneck,Etranger,,,
1128,Piovene,Etranger,,,
1129,"Reising / Bayer",Etranger,,,
1130,Rovigo,Etranger,,,
1131,"Samiano (Burgos)",Etranger,,,
1132,"Lobberich (Rhénanie-du-Nord-Westphalie)",Etranger,,,
1133,Beckenried,NW,,,
1134,"Walldürn",Etranger,,,
1135,"L'Etivaz",VD,,,
1136,Sonvilier,BE,,,
1137,"La Brévine",NE,,,
1138,Sigriswil,BE,,,
1139,Marin,NE,,,
1140,"Jüterbog",Etranger,,,
1141,Kemptthal,ZH,,,
1142,Burg,AG,,,
1143,"Strättligen",BE,,,
1144,Riesbach,ZH,,,
1145,"Stadtlauringen (Bavière)",Etranger,,,
1146,Wloclawek,Etranger,,,
1147,Oberriet,SG,,,
1148,Vukovar,Etranger,,,
1149,Broglio,TI,,,
1150,Trier,Etranger,,,
1151,"Le Solliat",VD,,,
1152,Tiflis,Etranger,,,
1153,Waldau,Etranger,,,
1154,Bogota,Etranger,,,
1155,"Münster (Westphalie)",Etranger,,,
1156,Gleiwitz,Etranger,,,
1157,"Czuszów",Etranger,,,
1158,"Salon-de-Provence (Bouches du Rhône)",Etranger,,,
1159,"Sankt Chrischona",BS,,,
1160,Peseux,NE,,,
1161,"Weiningen TG",TG,,,
1162,Weinheim,Etranger,,,
1163,"Pfullendorf (Baden)",Etranger,,,
1164,Beuthen,Etranger,,,
1165,"Dorville (Guadeloupe)",Etranger,,,
1166,"Oldenburg (Basse-Saxe)",Etranger,,,
1167,"Guntur (Andhra)",Etranger,,,
1168,Magdeburg,Etranger,,,
1169,Kaltenbach,TG,,,
1170,Neuravensburg,Etranger,,,
1171,Coligny,Etranger,,,
1172,Torhout,Etranger,,,
1173,Frankenstein,Etranger,,,
1174,Nysa,Etranger,,,
1175,"Santiago de Chile",Etranger,,,
1176,Thielle-Wavre,NE,,,
1177,Thusis,GR,,,
1178,Verviers,Etranger,,,
1179,Bussum,Etranger,,,
1180,Weisslingen,ZH,,,
1181,"Surakarta (Java)",Etranger,,,
1182,"Gyéres",Etranger,,,
1183,Mascara,Etranger,,,
1184,"Söderhamn",Etranger,,,
1185,Gelterkinden,BL,,,
1186,Mazatenango,Etranger,,,
1187,Steckborn,TG,,,
1188,Lindau,ZH,,,
1189,"Hove Sussex",Etranger,,,
1190,Anvers,Etranger,,,
1191,"Fritzlar (Hesse)",Etranger,,,
1192,Perrefitte,BE,,,
1193,Oviedo,Etranger,,,
1194,Lisieux,Etranger,,,
1195,"Marbach SG",SG,,,
1196,"Bruxelles-Schærbeek",Etranger,,,
1197,Romanel-sur-Lausanne,VD,,,
1198,"Lübbecke",Etranger,,,
1199,Gottesberg,Etranger,,,
1200,"Mons-en-Baroeul (Nord-Pas-de-Calais)",Etranger,,,
1201,Rovio,TI,,,
1202,"Ciudad de Rio, Cordoba",Etranger,,,
1203,Masulipatam,Etranger,,,
1204,"Montceau-les-Mines, Saône-et-Loire",Etranger,,,
1205,Ecoteaux,VD,,,
1206,"Chrzanów, Oberschlesien",Etranger,,,
1207,Abadan,Etranger,,,
1208,Glasgow,Etranger,,,
1209,Mesocco,GR,,,
1210,"Sankt Margrethen",SG,,,
1211,Affoltern,ZH,,,
1212,Bronschhofen,SG,,,
1213,Genolier,VD,,,
1214,"Vieux-Thann (Alsace)",Etranger,,,
1215,Villefranche-sur-Mer,Etranger,,,
1216,Brno,Etranger,,,
1217,Develier,BE,,,
1218,Douanne-Twann,BE,,,
1219,"Megève (Haute-Savoie)",Etranger,,,
1220,Quedlinburg,Etranger,,,
1221,Thayngen,SH,,,
1222,Banjarmasin,Etranger,,,
1223,"Mülheim an der Ruhr",Etranger,,,
1224,Oldenburg,Etranger,,,
1225,Pezinok,Etranger,,,
1226,Friedrichshafen,Etranger,,,
1227,Mardin,Etranger,,,
1228,Lviv,Etranger,,,
1229,Mogelsberg,SG,,,
1230,"Birchanger, Essex",Etranger,,,
1231,Czestochowa,Etranger,,,
1232,"Gruyères",FR,,,
1233,"Münstertal",Etranger,,,
1234,"Königsberg",Etranger,,,
1235,Renens,VD,,,
1236,Dumyat,Etranger,,,
1237,Oberleutensdorf,Etranger,,,
1238,"Grünenmatt",BE,,,
1239,"Münsingen",BE,,,
1240,"Sünikon",ZH,,,
1241,Oberdiessbach,BE,,,
1242,"San Giovanni Incarico",Etranger,,,
1243,"Rivoli (Turin)",Etranger,,,
1244,"Liège",Etranger,,,
1245,"Abaeté",Etranger,,,
1246,"Le Cerneux-Péquignot",NE,,,
1247,Chiasso,TI,,,
1248,"Kecskemét",Etranger,,,
1249,Egg,ZH,,,
1250,Buix,BE,,,
1251,"Kirchdorf an der Krems",Etranger,,,
1252,Strem,Etranger,,,
1253,"Reichenberg (Liberec)",Etranger,,,
1254,Hamm,Etranger,,,
1255,Vlastislav,Etranger,,,
1256,"Offenbach am Main",Etranger,,,
1257,"Brême",Etranger,,,
1258,Raettvik,Etranger,,,
1259,"Teplitz-Schönau",Etranger,,,
1260,Nittenau,Etranger,,,
1261,Bordighera,Etranger,,,
1262,"Böhmisch Budweis",Etranger,,,
1263,Rostock,Etranger,,,
1264,"Newcastle upon Tyne",Etranger,,,
1265,Augsburg,Etranger,,,
1266,Cardiff,Etranger,,,
1267,Clarens-sur-Montreux,VD,,,
1268,"Epinal, Vosges",Etranger,,,
1269,Bremgarten,AG,,,
1270,Tarente,Etranger,,,
1271,"Bezau (Vorarlberg)",Etranger,,,
1272,Oberkirch,LU,,,
1273,"Bagnères de Bigorre",Etranger,,,
1274,"Bad Säckingen",Etranger,,,
1275,Corleone,Etranger,,,
1276,Sofia,Etranger,,,
1277,Poitiers,Etranger,,,
1278,Ulm,Etranger,,,
1279,"Le Cap",Etranger,,,
1280,"Münsterlingen",TG,,,
1281,Rain,LU,,,
1282,Forbach,Etranger,,,
1283,Sittard,Etranger,,,
1284,Limbus,Etranger,,,
1285,Lahore,Etranger,,,
1286,"Weissenbach an der Enns",Etranger,,,
1287,Dettwiller,Etranger,,,
1288,Donatyre,VD,,,
1289,Lund,Etranger,,,
1290,Deesen/Westerwald,Etranger,,,
1291,Paris,VD,,,
1292,Chercenay,BE,,,
1293,Abiada,Etranger,,,
1294,Willisau,LU,,,
1295,"Weidenau (Siegen)",Etranger,,,
1296,Stondon,Etranger,,,
1297,"Rendsburg (Schleswig-Holstein)",Etranger,,,
1298,"Quesitz bei Leipzig",Etranger,,,
1299,Horb-Nordstetten,Etranger,,,
1300,Jablonec/Gablonz,Etranger,,,
1301,Helsinki,Etranger,,,
1302,"Pötzling (Landkreis Nürnberg)",Etranger,,,
1303,"Wilmington, Delaware",Etranger,,,
1304,"Berchtesgaden (Bavière)",Etranger,,,
1305,Bombay,Etranger,,,
1306,"Liebenwalde (Kreis Niederbarnim)",Etranger,,,
1307,"Easton (Pennsylvanie)",Etranger,,,
1308,Pittsburgh,Etranger,,,
1309,Taormina,Etranger,,,
1310,"Saint Louis",Etranger,,,
1311,Courgenay,BE,,,
1312,Schwerzenbach,ZH,,,
1313,Naumburg,Etranger,,,
1314,"Hannoversch Münden (Niedersachsen)",Etranger,,,
1315,Domodossola,Etranger,,,
1316,"Västeras",Etranger,,,
1317,Havane,Etranger,,,
1318,"Köthen (Anhalt)",Etranger,,,
1319,Penzance,Etranger,,,
1320,Godesberg,Etranger,,,
1321,Hirschberg,Etranger,,,
1322,Bamberg,Etranger,,,
1323,"Corvallis (Oregon)",Etranger,,,
1324,Leuggern,AG,,,
1325,Zagreb,Etranger,,,
1326,Vrin,GR,,,
1327,"Lobenstein Thüringen",Etranger,,,
1328,Potsdam,Etranger,,,
1329,"North Olmsted",Etranger,,,
1330,Goldach,SG,,,
1331,Tschierv,GR,,,
1332,Stettin,Etranger,,,
1333,Bari,Etranger,,,
1334,Bonfol,BE,,,
1335,Clermont-Ferrand,Etranger,,,
1336,"Long Branch, N.J.",Etranger,,,
1337,"Poiana Maggiore (Veneto)",Etranger,,,
1338,Moscice,Etranger,,,
1339,"Royan, Charente-Maritime",Etranger,,,
1340,Perugia,Etranger,,,
1341,Rinteln,Etranger,,,
1342,Giswil,OW,,,
1343,Bielitz,Etranger,,,
1344,"Bingen am Rhein",Etranger,,,
1345,Brunswick,Etranger,,,
1346,Cuxhaven,Etranger,,,
1347,Hermsdorf,Etranger,,,
1348,"Klein-Eichstedt (Sachsen)",Etranger,,,
1349,Laukischken,Etranger,,,
1350,"Ludwigsburg (Württemberg)",Etranger,,,
1351,Elmshorn,Etranger,,,
1352,Ernstthal,Etranger,,,
1353,"Reutlingen (Württemberg)",Etranger,,,
1354,Schreiberhau,Etranger,,,
1355,Hauerz,Etranger,,,
1356,Hohenrechberg,Etranger,,,
1357,"Homburg vor der Höhe",Etranger,,,
1358,Kirch-Beerfurth,Etranger,,,
1359,"Köslin",Etranger,,,
1360,Coquimbo,Etranger,,,
1361,Halle,Etranger,,,
1362,Marienwerder,Etranger,,,
1363,Montjoie,Etranger,,,
1364,Schwerin,Etranger,,,
1365,Stralsund,Etranger,,,
1366,"Wertheim am Main",Etranger,,,
1367,Bath,Etranger,,,
1368,"Mödling",Etranger,,,
1369,"Vöcklabruck",Etranger,,,
1370,Avranches,Etranger,,,
1371,Gasny,Etranger,,,
1372,"Ribérac",Etranger,,,
1373,Salins,VS,,,
1374,"Wasselheim (Alsace)",Etranger,,,
1375,Messina,Etranger,,,
1376,"Morra De Sanctis",Etranger,,,
1377,Strassburg,Etranger,,,
1378,Oslo,Etranger,,,
1379,Alexoten,Etranger,,,
1380,"Le Caire",Etranger,,,
1381,Neuhof,AG,,,
1382,Knonau,ZH,,,
1383,Laibach,Etranger,,,
1384,Grandson,VD,,,
1385,Nods,BE,,,
1386,"Oberstrass-Zürich",ZH,,,
1387,Odrau,Etranger,,,
1388,Ormont-Dessus,VD,,,
1389,Rapperswil-Dieterswil,BE,,,
1390,Sargans,SG,,,
1391,"Brünn",Etranger,,,
1392,Seen-Winterthur,ZH,,,
1393,"Töss-Winterthur",ZH,,,
1394,Triengen,LU,,,
1395,"Pápa",Etranger,,,
1396,Montabaur,Etranger,,,
1397,Parme,Etranger,,,
1398,Carthaus,Etranger,,,
1399,Katwijk,Etranger,,,
1400,Evreux,Etranger,,,
1401,"Praz (Vully)",FR,,,
1402,"Mazet-Saint-Voy, Haute-Loire",Etranger,,,
1403,Courchavon,BE,,,
1404,"Carpentras, Vaucluse",Etranger,,,
1405,"Breslau / Schlesien",Etranger,,,
1406,"Pranles, Ardèche",Etranger,,,
1407,"Aubagne, Bouches-du-Rhône",Etranger,,,
1408,"Osnabrück",Etranger,,,
1409,Bourges,Etranger,,,
1410,"Port-Saïd",Etranger,,,
1411,Corban,BE,,,
1412,Kaboul,Etranger,,,
1413,Tortona,Etranger,,,
1414,"Tlemçen",Etranger,,,
1415,Mostaganem,Etranger,,,
1416,"Helmstedt, Niedersachsen",Etranger,,,
1417,"Seltmans, Bavière",Etranger,,,
1418,"Köln",Etranger,,,
1419,Ahaus,Etranger,,,
1420,Guben,Etranger,,,
1421,Neuss,Etranger,,,
1422,"Weil am Rhein",Etranger,,,
1423,"Haslach im Kinzigtal",Etranger,,,
1424,"Mährisch Schönberg",Etranger,,,
1425,"Tüllingen",Etranger,,,
1426,Celle,Etranger,,,
1427,"Waldbröl",Etranger,,,
1428,"Wasserburg am Inn",Etranger,,,
1429,Moenchengladbach,Etranger,,,
1430,Dunedoo,Etranger,,,
1431,Uccle,Etranger,,,
1432,Aubange,Etranger,,,
1433,Namur,Etranger,,,
1434,Zottegem,Etranger,,,
1435,Batak,Etranger,,,
1436,Ouagadougou,Etranger,,,
1437,"LaSalle QC",Etranger,,,
1438,Seoul,Etranger,,,
1439,Valladolid,Etranger,,,
1440,"Hoboken (New Jersey)",Etranger,,,
1441,(Ohio),Etranger,,,
1442,Espoo,Etranger,,,
1443,Vantaa,Etranger,,,
1444,Rovaniemi,Etranger,,,
1445,"Chaux, Haute-Saône",Etranger,,,
1446,"Ambilly, Haute-Savoie",Etranger,,,
1447,Oyonnax,Etranger,,,
1448,Perpignan,Etranger,,,
1449,Thionville,Etranger,,,
1450,Carcassonne,Etranger,,,
1451,Pierrecourt,Etranger,,,
1452,"Pont-à-Mousson",Etranger,,,
1453,"Neuvic sur Isle, Dordogne",Etranger,,,
1454,Rennes,Etranger,,,
1455,Scarborough,Etranger,,,
1456,Nelson,Etranger,,,
1457,Thessalonique,Etranger,,,
1458,Debrecen,Etranger,,,
1459,Padoue,Etranger,,,
1460,Trento,Etranger,,,
1461,Camino,Etranger,,,
1462,Bologne,Etranger,,,
1463,Viareggio,Etranger,,,
1464,Boujad,Etranger,,,
1465,Dortmund,Etranger,,,
1466,Haarlem,Etranger,,,
1467,Lima,Etranger,,,
1468,Belgrade,Etranger,,,
1469,Hsin-Chu,Etranger,,,
1470,Cerna,Etranger,,,
1471,Kante,Etranger,,,
1472,Bizerte,Etranger,,,
1473,Ksar-Hellal,Etranger,,,
1474,"Da Nang",Etranger,,,
1475,"Mexico City",Etranger,,,
1476,"New Haven, Connecticut",Etranger,,,
1477,Ruhengeri,Etranger,,,
1478,Annecy,Etranger,,,
1479,Pfeffikon,LU,,,
1480,"Vésenex-Crassy (Ain)",Etranger,,,
1481,"Gühlitz près Perleberg (Prusse)",Etranger,,,
1482,"Mühledorf BE",BE,,,
1483,Evian-les-Bains,Etranger,,,
1484,"Beinwil am See",AG,,,
1485,Ramsen,SH,,,
1486,Jena,Etranger,,,
1487,Maastricht,Etranger,,,
1488,Meran,Etranger,,,
1489,Gronau,Etranger,,,
1490,Laufenburg,AG,,,
1491,"Altenkirchen (Bayern)",Etranger,,,
1492,"Civitella del Tronto bei Ascoli Piceno",Etranger,,,
1493,Bergzabern,Etranger,,,
1494,Minneapolis,Etranger,,,
1495,Oberkassel,Etranger,,,
1496,Wischau,Etranger,,,
1497,Agon,Etranger,,,
1498,"Samolenz (Posen)",Etranger,,,
1499,"Düren",Etranger,,,
1500,Zimmerwald,BE,,,
1501,Brody,Etranger,,,
1502,Grimisuat,VS,,,
1503,Guadeloupe,Etranger,,,
1504,"Wangen am Untersee",Etranger,,,
1505,"Ràbacsécsény",Etranger,,,
1506,Solothurn,SO,,,
1507,Mstislaw,Etranger,,,
1508,Felben,TG,,,
1509,"Wrocław",Etranger,,,
1510,Sochi,Etranger,,,
1511,Nicosia,Etranger,,,
1512,"Ancône",Etranger,,,
1513,"San Daniele del Friuli",Etranger,,,
1514,"Bačko Petrovo Selo",Etranger,,,
1515,Gretzenbach,SO,,,
1516,Illhart,TG,,,
1517,Tokyo,Etranger,,,
1518,Bernkastel-Kues,Etranger,,,
1519,Novara,Etranger,,,
1520,Sora,Etranger,,,
1521,"Charleston (West Virginia)",Etranger,,,
1522,Ottawa,Etranger,,,
1523,Hangzhou,Etranger,,,
1524,"Wölflinswil",AG,,,
1525,Porrentruy,Berne,,,
1526,Hettlingen,ZH,,,
1527,"Loèche-Les-Bains",VS,,,
1528,Wiliberg,AG,,,
1529,"Vufflens-le-Château",VD,,,
1530,Singapour,Etranger,,,
1531,Santiago,Etranger,,,
1532,Neu-Ulm,Etranger,,,
1533,Modesto,Etranger,,,
1534,"Alahärmä",Etranger,,,
1535,Pont-Sainte-Maxence,Etranger,,,
1536,Bangalore,Etranger,,,
1537,Nidda,Etranger,,,
1538,Quito,Etranger,,,
1539,Newark,Etranger,,,
1540,Meknes,Etranger,,,
1541,Lisbonne,Etranger,,,
1542,Nashville,Etranger,,,
1543,Addis-Abeba,Etranger,,,
1544,Aalen,Etranger,,,
1545,"King's Lynn",Etranger,,,
1546,Solingen,Etranger,,,
1547,Grabs,SG,,,
1548,Trutnov,Etranger,,,
1549,Hazaribagh,Etranger,,,
1550,Bussigny-sur-Oron,VD,,,
1551,Zumikon,ZH,,,
1552,Zullwil,SO,,,
1553,Gloucestershire,Etranger,,,
1554,Windisch,AG,,,
1555,"Donauwörth",Etranger,,,
1556,Koblenz,Etranger,,,
1557,Sarajevo,Etranger,,,
1558,Ennetbaden,AG,,,
1559,"Les Pâquis",GE,,,
1560,Aarberg,BE,,,
1561,Prilly,VD,,,
1562,Riaz,Etranger,,,
1563,Penthalaz,VD,,,
1564,Wiedikon,ZH,,,
1565,"Hochheim am Main",Etranger,,,
1566,Tailfingen,Etranger,,,
1567,Carinthia,Etranger,,,
1568,Salzbourg,Etranger,,,
1569,Innsbruck,Etranger,,,
1570,Hudiksvall,Etranger,,,
1571,"Le Chenit",VD,,,
1572,Marburg,Etranger,,,
1573,Bois-Colombes,Etranger,,,
1574,Chessel,VD,,,
1575,Pozzuolo,Etranger,,,
1576,Bagheria,Etranger,,,
1577,Belfaux,FR,,,
1578,St-Cergue,VD,,,
1579,Neuhausen,SH,,,
1580,"Yens sur Morges",VD,,,
1581,Vucherens,VD,,,
1582,"Les Sciernes d'Albeuve",FR,,,
1583,Saint-Quentin,Etranger,,,
1584,Chavannes-le-Veyron,VD,,,
1585,Yvonand,VD,,,
1586,Meyriez,FR,,,
1587,Ballens,VD,,,
1588,Gersau,SZ,,,
1589,Salquenen,VS,,,
1590,Fontainebrux,Etranger,,,
1591,Hefenhausen,TG,,,
1592,Chesalles-sur-Oron,VD,,,
1593,Thierrens,VD,,,
1594,Avry-sur-Matran,FR,,,
1595,Ollon,VD,,,
1596,Esmonts,FR,,,
1597,"Ferrières sur Annecy",Etranger,,,
1598,Cossonay,VD,,,
1599,Chaves,Etranger,,,
1600,Leysin,VD,,,
1601,Charrat,VS,,,
1602,Vernand-Dessous,VD,,,
1603,Vernand-Dessus,VD,,,
1604,Zell,LU,,,
1605,St-Andrew,Etranger,,,
1606,Lavey,VD,,,
1607,"Le Brassus",VD,,,
1608,"Créteil",Etranger,,,
1609,"Ecublens (FR)",FR,,,
1610,Peyres-Possens,VD,,,
1611,Syens,VD,,,
