id,name,birth_canton,lat,long,wikidata_uri
16,Hamburg,Etranger,53.55,10,https://www.wikidata.org/wiki/Q1055
18,Bielefeld,Etranger,52.016666666667,8.5333333333333,https://www.wikidata.org/wiki/Q2112
23,Alsace,Etranger,,,
28,Turin,Etranger,45.079166666666666,7.676111111111111,https://www.wikidata.org/wiki/Q495
41,Montreal,Etranger,45.5033426,-73.5868411,https://www.wikidata.org/wiki/Q340
44,Frankfurt,Etranger,50.11055555555556,8.682222222222222,https://www.wikidata.org/wiki/Q1794
45,Frankfurt,Etranger,50.11055555555556,8.682222222222222,https://www.wikidata.org/wiki/Q1794
47,Rio de Janeiro,Etranger,-22.91111111111111,-43.205555555555556,https://www.wikidata.org/wiki/Q8678
49,Freiburg im Breisgau,Etranger,47.995,7.85,https://www.wikidata.org/wiki/Q2833
55,Berlin,Etranger,52.516666666667,13.383333333333,https://www.wikidata.org/wiki/Q64
57,Free City of Danzig,Etranger,54.4,18.66,https://www.wikidata.org/wiki/Q216173
75,Paris,Etranger,48.85666666666667,2.352222222222222,https://www.wikidata.org/wiki/Q90
80,Moscow,Etranger,55.75055555555556,37.6175,https://www.wikidata.org/wiki/Q649
88,Genoa,Etranger,44.407186111111,8.9339833333333,https://www.wikidata.org/wiki/Q1449
94,Cologne,Etranger,50.942222222222,6.9577777777778,https://www.wikidata.org/wiki/Q365
128,Milan,Etranger,45.466944444444,9.19,https://www.wikidata.org/wiki/Q490
153,Alexandria,Etranger,31.1975,29.8925,https://www.wikidata.org/wiki/Q87
176,New York City,Etranger,40.71277777777778,-74.00611111111111,https://www.wikidata.org/wiki/Q60
178,Lyon,Etranger,45.7675,4.835,https://www.wikidata.org/wiki/Q456
194,Turin,VS,45.079166666666666,7.676111111111111,https://www.wikidata.org/wiki/Q495
199,The Hague,Etranger,52.08,4.31,https://www.wikidata.org/wiki/Q36600
203,Monte Carlo,Etranger,43.738942,7.425237,https://www.wikidata.org/wiki/Q45240
217,Beirut,Etranger,33.886944444444,35.513055555556,https://www.wikidata.org/wiki/Q3820
220,Budapest,Etranger,47.498333333333,19.040833333333,https://www.wikidata.org/wiki/Q1781
223,Naples,Etranger,40.83583333333333,14.248611111111112,https://www.wikidata.org/wiki/Q2634
228,Trieste,Etranger,45.65027777777778,13.770277777777778,https://www.wikidata.org/wiki/Q546
229,Warsaw,Etranger,52.23,21.011111111111113,https://www.wikidata.org/wiki/Q270
235,Modena,Etranger,44.64582,10.92572,https://www.wikidata.org/wiki/Q279
238,Tartu,Etranger,58.38,26.7225,https://www.wikidata.org/wiki/Q13972
244,Kiel,Etranger,54.323333333333,10.139444444444,https://www.wikidata.org/wiki/Q1707
249,Göttingen,Etranger,51.533888888889,9.9355555555556,https://www.wikidata.org/wiki/Q3033
251,Montpellier,Etranger,43.610919444444,3.8772305555556,https://www.wikidata.org/wiki/Q6441
253,Giessen,Etranger,50.583333333333336,8.666666666666666,https://www.wikidata.org/wiki/Q3874
254,Frankfurt,Etranger,50.11055555555556,8.682222222222222,https://www.wikidata.org/wiki/Q1794
255,Bonn,Etranger,50.735277777777775,7.102222222222222,https://www.wikidata.org/wiki/Q586
257,Utrecht,Etranger,52.090833333333336,5.121666666666667,https://www.wikidata.org/wiki/Q803
259,Strasbourg,Etranger,48.573333333333,7.7522222222222,https://www.wikidata.org/wiki/Q6602
261,Heilbronn,Etranger,49.140428,9.217953,https://www.wikidata.org/wiki/Q715
267,Lviv,Etranger,49.8425,24.032222222222224,https://www.wikidata.org/wiki/Q36036
275,Barcelona,Etranger,41.3825,2.1769444444444,https://www.wikidata.org/wiki/Q1492
276,Nuremberg,Etranger,49.45388888888889,11.0775,https://www.wikidata.org/wiki/Q2090
278,Brest,Etranger,48.39,-4.4869444444444,https://www.wikidata.org/wiki/Q12193
285,Karlsruhe,Etranger,49.016666666667,8.4,https://www.wikidata.org/wiki/Q1040
290,Bremerhaven,Etranger,53.55,8.5833333333333,https://www.wikidata.org/wiki/Q2706
291,Marseille,Etranger,43.296666666667,5.3763888888889,https://www.wikidata.org/wiki/Q23482
293,Athens,Etranger,37.98416666666667,23.728055555555557,https://www.wikidata.org/wiki/Q1524
302,Madrid,Etranger,40.41694444444445,-3.703333333333333,https://www.wikidata.org/wiki/Q2807
303,Hohenems,Etranger,47.366666666667,9.6666666666667,https://www.wikidata.org/wiki/Q698591
309,Stuttgart,Etranger,48.7775,9.18,https://www.wikidata.org/wiki/Q1022
311,Saarbrücken,Etranger,49.233333333333,7,https://www.wikidata.org/wiki/Q1724
313,Dresden,Etranger,51.0493286,13.7381437,https://www.wikidata.org/wiki/Q1731
322,Bordeaux,Etranger,44.837777777778,-0.57944444444444,https://www.wikidata.org/wiki/Q1479
324,Bellegarde,Etranger,47.98333,2.43333,https://www.wikidata.org/wiki/Q49345865
325,Iowa City,Etranger,41.655833333333,-91.525,https://www.wikidata.org/wiki/Q487977
326,Toronto,Etranger,43.670277777778,-79.386666666667,https://www.wikidata.org/wiki/Q172
330,Tübingen,Etranger,48.52,9.0555555555556,https://www.wikidata.org/wiki/Q3806
334,Prague,Etranger,50.0875,14.421388888888888,https://www.wikidata.org/wiki/Q1085
337,Chemnitz,Etranger,50.833333333333,12.916666666667,https://www.wikidata.org/wiki/Q2795
338,Darmstadt,Etranger,49.866666666667,8.65,https://www.wikidata.org/wiki/Q2973
360,Buenos Aires,Etranger,-34.599722222222,-58.381944444444,https://www.wikidata.org/wiki/Q1486
365,Wrocław,Etranger,51.11,17.0325,https://www.wikidata.org/wiki/Q1799
380,Istanbul,Etranger,41.01,28.960277777778,https://www.wikidata.org/wiki/Q406
416,Germersheim,Etranger,49.216666666667,8.3666666666667,https://www.wikidata.org/wiki/Q22629
439,Würzburg,Etranger,49.794444444444,9.9294444444444,https://www.wikidata.org/wiki/Q2999
443,Saint-Julien-en-Genevois,Etranger,,,
444,Chicago,Etranger,41.88194444444444,-87.62777777777778,https://www.wikidata.org/wiki/Q1297
447,Bad Cannstatt,Etranger,48.8056,9.2141,https://www.wikidata.org/wiki/Q656982
461,Graz,Etranger,47.07083333333333,15.438611111111111,https://www.wikidata.org/wiki/Q13298
464,Neighbourhood of Le Bourg de Caluire-et-Cuire,Etranger,45.7968,4.84268,https://www.wikidata.org/wiki/Q3220585
465,London,Etranger,51.507222222222,-0.1275,https://www.wikidata.org/wiki/Q84
467,Pforzheim,Etranger,48.89154,8.7156,https://www.wikidata.org/wiki/Q32223234
470,Heidelberg,Etranger,49.412222222222,8.71,https://www.wikidata.org/wiki/Q2966
484,Casablanca,Etranger,-33.316666666667,-71.416666666667,https://www.wikidata.org/wiki/Q3742
485,Munich,Etranger,48.1375,11.575,https://www.wikidata.org/wiki/Q1726
495,Nuremberg,Etranger,49.45388888888889,11.0775,https://www.wikidata.org/wiki/Q2090
506,Mulhouse,Etranger,47.748611111111,7.3391666666667,https://www.wikidata.org/wiki/Q79815
513,Amsterdam,Etranger,52.36666666666667,4.883333333333333,https://www.wikidata.org/wiki/Q727
514,Versailles,Etranger,48.805,2.135,https://www.wikidata.org/wiki/Q621
516,Edinburgh,Etranger,55.95333333333333,-3.1891666666666665,https://www.wikidata.org/wiki/Q23436
523,Lons-le-Saunier,Etranger,,,
526,Neuilly-sur-Seine,Etranger,,,
527,Copenhagen,Etranger,55.676111111111,12.568888888889,https://www.wikidata.org/wiki/Q1748
529,Stockholm,Etranger,59.329444444444,18.068611111111,https://www.wikidata.org/wiki/Q1754
535,Frankfurt,Etranger,50.11055555555556,8.682222222222222,https://www.wikidata.org/wiki/Q1794
550,Münster,VS,51.9625,7.6255555555556,https://www.wikidata.org/wiki/Q2742
571,Udine,Etranger,46.066666666667,13.233333333333,https://www.wikidata.org/wiki/Q2790
572,Los Angeles,Etranger,34.05223,-118.24368,https://www.wikidata.org/wiki/Q65
582,Düsseldorf,Etranger,51.22555555555556,6.776666666666666,https://www.wikidata.org/wiki/Q1718
605,Weimar,Etranger,50.98111111111111,11.329444444444444,https://www.wikidata.org/wiki/Q3955
622,Chieti Scalo,Etranger,42.36247,14.14039,https://www.wikidata.org/wiki/Q27702581
624,Villach,Etranger,46.616666666667,13.833333333333,https://www.wikidata.org/wiki/Q483522
628,Bremen,Etranger,53.13333333333333,8.733333333333333,https://www.wikidata.org/wiki/Q1209
631,Vaduz,Etranger,47.14055555555556,9.522222222222222,https://www.wikidata.org/wiki/Q1844
634,Bühl,Etranger,48.4833,8.99694,https://www.wikidata.org/wiki/Q321103
641,Saint Petersburg,Etranger,59.95,30.316666666667,https://www.wikidata.org/wiki/Q656
642,Chodzież,Etranger,52.990091666667,16.912186111111,https://www.wikidata.org/wiki/Q51434
646,San Francisco,Etranger,37.775,-122.41944444444445,https://www.wikidata.org/wiki/Q62
652,Cannes,Etranger,43.5525,7.0213888888889,https://www.wikidata.org/wiki/Q39984
656,Wiesbaden,Etranger,50.0825,8.24,https://www.wikidata.org/wiki/Q1721
659,Manila,Etranger,14.595833333333333,120.97722222222222,https://www.wikidata.org/wiki/Q1461
660,Essen,Etranger,51.450833333333,7.0130555555556,https://www.wikidata.org/wiki/Q2066
663,Dresden,Etranger,51.0493286,13.7381437,https://www.wikidata.org/wiki/Q1731
665,Neustadt an der Weinstraße,Etranger,49.353621,8.13607,https://www.wikidata.org/wiki/Q4149
672,Hamburg,Etranger,53.55,10,https://www.wikidata.org/wiki/Q1055
679,Rome,Etranger,41.893055555556,12.482777777778,https://www.wikidata.org/wiki/Q220
690,Odesa,Etranger,46.47747,30.73262,https://www.wikidata.org/wiki/Q1874
692,Bucharest,Etranger,44.41336111111111,26.09777777777778,https://www.wikidata.org/wiki/Q19660
695,Gand,Etranger,,,
705,Brussels,Etranger,50.846666666666664,4.351666666666667,https://www.wikidata.org/wiki/Q239
714,Catania,Etranger,37.502669444444,15.087269444444,https://www.wikidata.org/wiki/Q1903
721,Dornbirn,Etranger,47.416666666667,9.75,https://www.wikidata.org/wiki/Q171219
723,Tchålerwè,Etranger,50.41136,4.44448,https://www.wikidata.org/wiki/Q18290864
724,Haifa,Etranger,32.81916666666667,34.99916666666667,https://www.wikidata.org/wiki/Q41621
727,Boston,Etranger,42.360277777777775,-71.05777777777777,https://www.wikidata.org/wiki/Q100
730,Wuppertal,Etranger,51.266666666667,7.1833333333333,https://www.wikidata.org/wiki/Q2107
731,Algiers,Etranger,36.776388888889,3.0586111111111,https://www.wikidata.org/wiki/Q3561
733,Boulogne-Billancourt,Etranger,48.835277777778,2.2413888888889,https://www.wikidata.org/wiki/Q172455
736,Ravensburg,Etranger,47.783055555556,9.6113888888889,https://www.wikidata.org/wiki/Q6832
737,Klagenfurt am Wörthersee,Etranger,46.616666666667,14.3,https://www.wikidata.org/wiki/Q41753
745,Karlovy Vary,Etranger,50.230555555556,12.8725,https://www.wikidata.org/wiki/Q384544
748,Horn,TG,53.55406,10.08989,https://www.wikidata.org/wiki/Q1572
753,Vicenza,Etranger,45.55,11.55,https://www.wikidata.org/wiki/Q6537
791,Lörrach,Etranger,47.615555555556,7.6613888888889,https://www.wikidata.org/wiki/Q6855
826,Leipzig,Etranger,51.3406321,12.3747329,https://www.wikidata.org/wiki/Q2079
830,Anzin,Etranger,,,
837,Brombach,Etranger,,,
842,Vitebsk,Etranger,55.183333333333,30.166666666667,https://www.wikidata.org/wiki/Q102217
879,Gliwice,Etranger,50.29416666666667,18.66583333333333,https://www.wikidata.org/wiki/Q105084
885,Tehran,Etranger,35.68888888888889,51.389722222222225,https://www.wikidata.org/wiki/Q3616
887,Hong Kong,Etranger,22.278333333333,114.15861111111,https://www.wikidata.org/wiki/Q8646
891,Metz,Etranger,49.119722222222,6.1769444444444,https://www.wikidata.org/wiki/Q22690
892,Freudenstadt,Etranger,48.463333333333,8.4111111111111,https://www.wikidata.org/wiki/Q82838
